"annotation,""annotation_id"",""annotator"",""created_at"",""date_lang_1"",""date_lang_2"",""doc_hash_lang_1"",""doc_hash_lang_2"",""domain_lang_1"",""domain_lang_2"",""fulltext_joined_lang_1"",""fulltext_joined_lang_2"",""fulltext_lang_1"",""fulltext_lang_2"",""id"",""lang_lang_1"",""lang_lang_2"",""lead_time"",""mimetype_lang_1"",""mimetype_lang_2"",""updated_at"",""url_lang_1"",""url_lang_2""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Dersom en kandidat er tilknyttet to eller flere institusjoner, skal det inngås avtale for hver av de eksterne partene. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AVTALE VED OPPTAK TIL PH.D.-UTDANNING;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
VED HØGSKULEN PÅ VESTLANDET;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Avtalen består av delene A, B og C. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DEL A: GENERELL DEL ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1 FORMÅL ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Avtalen gjelder kandidater som gjennom enkeltvedtak er tatt opp til en ph.d.-utdanning. Avtalen har som formål å sikre gjennomføring av ph.d.-utdanningen og regulere partenes rettigheter og plikter innenfor rammen av lover, forskrifter og opptaksvedtaket. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2 OPPTAKSVEDTAKET;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Avtalen er inngått mellom ph.d.-kandidaten, heretter ”kandidaten”, og institusjonen ved fakultet, faglig leder for ph.d.-programmet og institutt/grunnenhet: ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
_____________________________________________________________________________(navn);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
som _________(dato) er tatt opp til ph.d.-program i ________________________________________;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ved ___________________________________________________________(institusjon og fakultet),;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
knyttet til________________________________________________________________(grunnenhet);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3 AVTALENS VARIGHET ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Avtalen gjelder f.o.m. (finansieringsstart) ________________________ ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
t.o.m. (finansieringsslutt) _____________________________________ ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Avtaleperioden forlenges automatisk for permisjoner som er hjemlet i lov, i hovedtariffavtalen eller i hovedavtalen i Staten. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Det kan søkes om forlengelse utover normert tid i tråd med Retningslinjer for opptaksperiode på et ph.d.-studium ved Høgskulen på Vestlandet. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Avtalen kan i særlige tilfeller avsluttes før avtalt tid, jf. punkt 12. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4 OPPLÆRINGSDELEN OG AVHANDLINGEN ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kandidaten skal i avtaleperioden gjennomføre en opplæringsdel og et forskningsarbeid/prosjekt. Ph.d.-utdanningen skal lede fram til en avhandling med arbeidstittel: ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
________________________________________________________________________________ ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Grunnlaget for ph.d.-utdanningen fremgår av opptaksvedtaket, de kravene som er gitt i eller i medhold av institusjonens ph.d.-forskrift, godkjent prosjektbeskrivelse og plan for opplæringsdelen. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Det er anledning til å gjøre endringer eller suppleringer i kandidatens prosjektbeskrivelse eller plan for opplæringsdelen, såfremt det ikke er tale om så store endringer at avtalen her ikke lenger gir et reelt bilde av partsforholdet, finansieringen, innholdet og fremdriften i forskningsprosjektet, eller andre vesentlige forhold. I så fall kan institusjonen kreve at avtalen opphører eller erstattes av en ny avtale. Andre, mindre vesentlige endringer kan gjøres uten å endre avtalen her. Slike endringer skal dokumenteres skriftlig og skal oppbevares på en slik måte at tilknytningen til avtalen her er klar og entydig.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Endringer som nevnt i forrige avsnitt, skal forelegges det ansvarlige organet ved fakultetet for skriftlig godkjenning. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5 VEILEDNING ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kandidaten har rett og plikt til veiledning i avtaleperioden. Det skal inngås en egen veiledningsavtale mellom kandidaten, veilederne og instituttet/grunnenheten. Veiledningsavtalen følger avtalen her som del B. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Eventuelle endringer i veiledningsavtalen gjøres som beskrevet i del B. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6 FINANSIERING OG TILSETTING ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ph.d.-utdanningen gjennomføres med finansiering og tilsettingsforhold som angitt i det følgende: ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tilsetting og arbeidsplass: ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
I avtaleperioden skal kandidaten være tilsatt ved: __________________________________________ ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
I avtaleperioden skal kandidaten ha arbeidsplass ved (navn på institusjon eller virksomhet, og hvis relevant, institutt/grunnenhet eller annen enhet): ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
__________________________________________________________________________________ ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Finansiering: ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kandidaten er finansiert av (institusjon/finansieringskilde): __________________________________ ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
for perioden angitt i punkt 3 ovenfor eller i følgende periode: ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
F.o.m. ________________________________ t.o.m. _______________________________________ ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Eventuelle vilkår til finansieringen: ______________________________________________________ ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
__________________________________________________________________________________ ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
(Dersom vilkårene går fram i avtalens del C eller i et separat dokument, vises til dette. Legg om nødvendig ved det aktuelle dokumentet.) ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tilsetting som stipendiat og vilkår knyttet til dette (fylles ut for de som har slik tilsetting i avtaleperioden): ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kandidaten er tilsatt i stilling som stipendiat 1017 eller stipendiat 1378 ved ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
__________________________________________________________________________________ (arbeidsgiverinstitusjon) ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vilkår knyttet til tilsetting med pliktarbeid: ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pliktarbeidet utføres ved:;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
______________________________________________________________________ ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pliktarbeidet utgjør i prosent av arbeidstid: _____________ % ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Andre vilkår knyttet til tilsettingen (f.eks. residensplikt): ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
_________________________________________________________________________________ ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ved tilsetting i stilling som stipendiat der høgskolen er arbeidsgiver, inngås det egen avtale som regulerer arbeidsforholdet. For øvrig gjelder forskrift om ansettelsesvilkår for stillinger som postdoktor, stipendiat, vitenskapelig assistent og spesialistkandidat, fastsatt av Kunnskapsdepartementet 31.01.06, samt de alminnelige reglene i statsansatteloven med tilhørende forskrifter. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7 AVTALE MELLOM GRADSGIVENDE INSTITUSJON OG EKSTERN INSTITUSJON ELLER VIRKSOMHET ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Når en ekstern institusjon eller virksomhet bidrar til ph.d.-utdanningen ved tilsetting, finansiering eller ved å stille arbeidsplass til rådighet, skal avtalens del C fylles ut. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8 INFRASTRUKTUR ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kandidaten skal ha til disposisjon nødvendig infrastruktur for gjennomføring av ph.d.-utdanningen. Avgjørelsen av hva som anses som nødvendig infrastruktur, tas av institusjonen. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Dersom kandidaten har ekstern finansiering og/eller arbeidsplass, skal det inngås avtale mellom institusjonen og den eksterne parten om infrastruktur og andre driftskostnader. Supplerende bestemmelser går fram av del C. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Avtaler som nevnt i andre ledd, skal foreligge på det tidspunkt opptaksvedtaket for den aktuelle kandidaten fattes, eller umiddelbart etterpå. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Andre særlige vilkår: ________________________________________________________________;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9 IMMATERIELLE RETTIGHETER (Intellectual Property Rights; IPR) ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Dersom kandidaten er eneforfatter av ph.d.-avhandlingen, har vedkommende alene opphavsretten til verket. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Artikler eller andre bidrag skrevet av flere uten at det er mulig å skille den enkeltes bidrag ut som eget verk, vil være fellesverk. For slike artikler har forfatterne i fellesskap opphavsrett. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
For de delene av ph.d.-avhandlingen som kandidaten alene har opphavsrett til, samt andre verk som er resultat av arbeidet med avhandlingen og som kandidaten alene har opphavsrett til, kan høgskolen vederlagsfritt framstille kopier av til bruk i sin undervisnings- og forskningsvirksomhet. Ved slik bruk skal kandidaten informeres i rimelig tid på forhånd. På ethvert eksemplar som framstilles som nevnt her, skal kandidaten navngis slik lovgivning og god skikk tilsier. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hvis kandidaten i forbindelse med ph.d.-prosjektet gjør en patenterbar oppfinnelse, skal skriftlig melding om oppfinnelsen gis til høgskolen uten unødig opphold, i samsvar med arbeidstakeroppfinnelsesloven. Etter samme lov har høgskolen rett til å kreve retten til oppfinnelsen overført til seg. Er oppfinnelsen frembrakt i samarbeid med veiledere, skal oppfinnerne sammen fastsette sine respektive andeler i den patenterbare oppfinnelsen.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kandidaten har likevel rett til å publisere oppfinnelsen på de vilkårene som går fram av arbeidstakeroppfinnelsesloven. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Publiseringsretten gjelder tilsvarende for veiledere, dersom oppfinnelsen er gjort i fellesskap og kandidatens eller tredjeparts rett ikke er til hinder for det. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ph.d.-kandidaten er kjent med IPR-reglementet for HVL som består av IPR-politikk og IPR-retningslinjer. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10 PUBLISERING OG KREDITERING;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Det kan ikke legges restriksjoner på offentliggjøring og publisering av en ph.d.-avhandling, med unntak av en forhåndsavtalt utsettelse, for eksempel knyttet til patentering. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ved offentliggjøring eller publisering av avhandlingen skal normalt høgskolen krediteres dersom høgskolen har gitt et nødvendig og vesentlig bidrag til eller grunnlag for kandidatens medvirkning til det offentliggjorte eller publiserte arbeidet. Dersom kandidaten er tilsatt ved høgskolen under utførelsen av forskningsarbeidet, anses dette som et nødvendig og vesentlig bidrag. For kandidater med tilsetting og/eller oppnevnt(e) veileder(e) ved flere institusjoner/virksomheter, gjelder bestemmelsene i del C punkt 7, siste ledd. For øvrig vises det til UHRs veiledende retningslinjer for kreditering av vitenskapelige publikasjoner til institusjoner. Avvik fra plikten til kreditering som er nevnt i paragrafen her, kan gjøres i samsvar med nevnte retningslinjer for kreditering. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ph.d.-kandidater som skriver artikkelbaserte avhandlinger, skal gjøre disse åpent tilgjengelig i det institusjonelle vitenarkivet HVL Open senest to år etter disputas. HVL-biblioteket har ansvar for å kontrollere/avklare rettigheter for de enkelte artiklene som inngår i en artikkelbasert avhandling. Til rettighetsklareringen hører det å sjekke de enkelte utgivernes retningslinjer for slik arkivering. Biblioteket tar ut de artiklene som utgiver ikke tillater tilgjengeliggjort i HVL Open. Det påser også eksempelvis at artikler som er innsendt men enda ikke publisert f.eks. i et tidsskrift, ikke legges ut i HVL Open før etter at de er blitt publisert i tidsskriftet. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11 ETIKK OG REDELIGHET I BRUKEN AV FORSKNINGSRESULTATER, FORSKNINGSDATA M.V. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Forskningsetikk er en sammenfatning av praktisk vitenskapsmoral. Forskningen skal følge normer som regulerer forholdet internt i forskersamfunnet, og eksternt mellom forskere og de som deltar i forskningen og samfunnet for øvrig.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Forskningen skal være aktsom og forsvarlig og følge såkalte anerkjente forskningsetiske normer. De nasjonale forskningsetiske komiteenes retningslinjer er eksempler på slike normer. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kandidaten har et selvstendig ansvar for å sette seg inn i og etterfølge HVL sine retningslinjer for behandling av personopplysninger. All innsamling, bruk og publisering av forskningsdata skal være i samsvar med personvernregelverket, forskningsetiske retningslinjer og eventuelle vilkår fastsatt av forskningsetiske komiteer på HVL.  Kandidaten må påse at andre lovverk og retningslinjer overholdes i datainnsamling. For noen kandidater vil tilgang til taushetsbelagte opplysninger være regulert i helsepersonelloven eller forvaltningsloven. Kandidaten må i slike tilfeller sørge for at de nødvendige tillatelsene innhentes i forkant av datainnsamling eller observasjoner. Ved datainnsamling i andre land gjelder norske lover og retningslinjer, men kandidaten må også overholde nasjonale lover og retningslinjer.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12 INFORMASJONSPLIKT OG OPPFØLGINGSANSVAR ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kandidaten skal i løpet av utdanningen årlig levere skriftlige rapporter om fremdriften. Rapportene legges fram for programutvalget for det aktuelle ph.d.-programmet. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hovedveilederen skal også legge fram rapport som nevnt i forrige ledd. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Partene plikter å gi hverandre løpende informasjon om alle forhold av betydning for gjennomføring av ph.d.-utdanningen. Partene plikter aktivt å følge opp forhold som kan medføre forsinket eller manglende gjennomføring. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13 AVSLUTNING FØR AVTALT TID ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Frivillig avslutning ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kandidaten og høgskolen kan avtale at ph.d.-utdanningen avsluttes før avtalt tid. Ved slik avslutning av ph.d.-utdanningen skal det fastsettes skriftlig hvordan spørsmål knyttet til eventuelle tilsettingsforhold, finansiering, rettigheter til resultater m. v. skal ordnes. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ved frivillig avslutning som skyldes kandidatens ønske om å skifte prosjekt eller overgang til annet program, skal kandidaten søke nytt opptak på grunnlag av det nye prosjektet. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tvungen avslutning ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Høgskolen kan vedta tvungen avslutning av ph.d.-utdanningen før avtalt tid.. Slik avslutning kan besluttes hvis ett eller flere av følgende forhold foreligger: ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vesentlig forsinkelse i gjennomføringen av opplæringsdelen, grunnet forhold som kandidaten selv rår over.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gjentatte eller vesentlige brudd fra kandidatens side på informasjons-, oppfølgings- eller rapporteringsplikt, herunder unnlatt innsendelse av framdriftsrapport, jf. punkt12. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Forsinkelse i fremdriften av forskningsprosjektet som er av en slik art at det skaper begrunnet tvil om kandidaten vil kunne fullføre prosjektet innenfor avtalt tid. For å danne grunnlag for tvungen avslutning må forsinkelsen skyldes forhold som kandidaten selv har herredømme over. Slike forhold kan bl.a. være ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
at kandidatens kvalifikasjoner viser seg å være vesentlig svakere enn det som ble antatt på bakgrunn av søknaden om opptak, prosjektbeskrivelsen og de opplysningene som ellers forelå på opptakstidspunktet, ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
at kandidaten klart misbruker sin tid og at progresjonen som følge av dette blir sterkt redusert i forhold til det som med rimelighet kan forventes, ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
at kandidaten pga. sviktende motivasjon eller lignende forhold ikke, eller ikke lenger, makter å opprettholde en rimelig framdrift. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Forhold som nevnt like ovenfor, skal som hovedregel søkes avhjulpet i samråd med kandidaten, f.eks. gjennom tilretteleggingstiltak eller lignende. Tvungen avslutning kan først bestemmes når avhjelpingstiltak ikke har lyktes, eller det er åpenbart at de har liten mulighet for å lykkes. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brudd på de forskningsetiske retningslinjene som gjelder for fagområdet, herunder fusk som rammes av reglene i universitets- og høyskoleloven § 4-13.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Opptreden fra kandidaten som bryter med den tillit som må foreligge mellom institusjonen og kandidaten under gjennomføringen, herunder straffbare forhold knyttet til gjennomføringen av ph.d.-utdanningen. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vedtak om tvungen avslutning fattes av dekan etter innstilling fra programutvalget. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kandidater som er tilsatt i stipendiatstilling ved institusjonen, kan sies opp fra sin stilling når det har saklig grunn i virksomhetens eller tjenestemannens forhold, jf. statsansatteloven §§ 19 og 20, eller avskjediges i henhold til samme lovs § 15. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14 AVSLUTTENDE BESTEMMELSER ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Denne avtalen er inngått innenfor rammene av de til enhver tid gjeldende regler for ph.d.-utdanningen.. Endringer i avtalen skal dokumenteres og oppbevares i samsvar med punkt 4. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
______________________, den _____/_____ 20__________ ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
___________________________________________________ (underskrift ph.d.-kandidaten);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
___________________________________________________ (underskrift faglig leder);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
___________________________________________________ (underskrift leder for grunnenhet);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
___________________________________________________ (underskrift dekan) ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AVTALE VED OPPTAK TIL PH.D.-UTDANNING;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HØGSKULEN PÅ VESTLANDET;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Avtalen består av del A, B og C. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DEL B: AVTALE OM FAGLIG VEILEDNING ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1 FORMÅL ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Denne avtalen gjelder veiledning av ph.d.-prosjekt med arbeidstittelen ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
__________________________________________________________________________________ ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
og faglig oppfølging i ph.d.-utdanningen (jf. del A, punkt 4). Avtalen fastsetter partenes rettigheter og plikter vedrørende veiledning i avtaleperioden. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2 AVTALENS PARTER ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Avtalens parter er kandidaten, veiledere og institutt/grunnenhet.  ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Oppnevnt hovedveileder i avtaleperioden er:;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
____________________________________________________________________________ (navn) ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
___________________________________________________________ (fra grunnenhet/institusjon) ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Oppnevnte medveiledere i avtaleperioden er: ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
___________________________________________________________________________ (navn) ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
___________________________________________________________(fra grunnenhet/institusjon) ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
____________________________________________________________________________ (navn) ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
___________________________________________________________(fra grunnenhet/institusjon) ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3 GRUNNLAG FOR VEILEDNINGEN ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Til grunn for veiledningen ligger prosjektbeskrivelse og plan for opplæringsdelen, jf. del A, punkt 4. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4 RAPPORTERINGS- OG INFORMASJONSPLIKT ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kandidaten og hovedveilederen plikter å holde hverandre løpende informert om alle forhold av betydning for veiledningen. Partene plikter aktivt å følge opp forhold som kan medføre at veiledningen ikke blir gjennomført slik det er avtalt i punkt 5 nedenfor. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kandidaten og hovedveilederen plikter å levere framdriftsrapporter i samsvar med det som er bestemt i avtalens del A punkt 12. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5 PLIKTER VED GJENNOMFØRING AV VEILEDNINGEN ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Veilederne skal ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
gi råd om formulering og avgrensing av tema og problemstilling ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
drøfte og vurdere hypoteser og metoder ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
gi hjelp til orientering i faglitteratur og datagrunnlag (bibliotek, arkiv, etc.) ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
drøfte opplegg og gjennomføring av fremstillingen (disposisjon, språklig form, dokumentasjon mv.) ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
holde seg orientert om fremdriften i kandidatens arbeid og vurdere den i forhold til den planlagte framdriften ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
sikre at ph.d.-kandidaten deltar i et aktivt forskningsmiljø ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
drøfte resultater og tolkningen av disse ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
gi veiledning i faglig formidling ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
gi veiledning i forskningsetiske spørsmål knyttet til avhandlingen ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kandidaten skal ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
legge fram utkast til deler av avhandlingen etter avtale med veilederen, og i samsvar med;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
prosjektbeskrivelsen. Deler av avhandlingen kan legges fram i sammenheng med seminar. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
gjennomføre opplæringsdelen i samsvar med framdriftsplanen ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
etterleve forskningsetiske prinsipper som gjelder for fagområdet ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6 FORDELING AV VEILEDNINGSRESSURSER MELLOM HOVEDVEILEDER OG MEDVEILEDER(E);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Andel hovedveileder: _______________________________________________________;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Andel medveileder: _________________________________________________________;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Andel medveileder: ________________________________________________________;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7 IMMATERIELLE RETTIGHETER (Intellectual Property Rights; IPR) ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Dersom kandidaten er eneforfatter av ph.d.-avhandlingen, har vedkommende alene opphavsretten til verket. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
